source,scraped_at,url,sku,title,brand,price,currency,original_price,discount_pct,rating,review_count,in_stock,image_url,category,price_source,page,position,lowest_price_30d,ean,description,images
mediamarkt.de,2026-09-09T09:32:33.779503+00:00,https://www.mediamarkt.de/de/product/_gorenje-rk518e2s4-kuhlgefrierkombination-e-269-l-1800-mm-hoch-silber-3047256.html,3047256,"GORENJE RK518E2S4 Kühlgefrierkombination (E, 269 l, 1800 mm hoch, Silber)",,279.0,EUR,459.0,39.2,4.2,5,True,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_180626469,kühlen-gefrieren,jsonld+dom,2,1,,,,
mediamarkt.de,2026-09-09T09:32:29.335391+00:00,https://www.mediamarkt.de/de/product/_koenic-kfk-631-1-c-in-kuhlgefrierkombination-c-149-kwh-1850-mm-hoch-inox-2882323.html,2882323,"KOENIC KFK 631-1 C IN Kühl-Kombi statisch (C, 315 l, 185,5 cm hoch, Edelstahl)",,349.0,EUR,,,4.5966,119,True,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_167152757,kühlen-gefrieren,jsonld+dom,1,1,299.0,,,
mediamarkt.de,2026-09-09T09:32:29.346308+00:00,https://www.mediamarkt.de/de/product/_koenic-kdd-171-e-in-nf-side-by-side-e-1770-mm-hoch-inox-2852155.html,2852155,"KOENIC KDD 171 E IN NF Side-by-Side-Kühl-Kombigerät (442 l, E, 176,5 cm hoch, Edelstahl)",,399.0,EUR,,,4.6701,97,True,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_165341274,kühlen-gefrieren,jsonld+dom,1,4,,,,
mediamarkt.de,2026-09-09T09:32:29.349372+00:00,https://www.mediamarkt.de/de/product/_ok-ofk-681-d-nf-w-kuhlgefrierkombination-d-253-l-1805-mm-hoch-weiss-3015152.html,3015152,"OK. OFK 681 D NF W Kühlgefrierkombination (D, 253 l, 1805 mm hoch, Weiß)",,199.0,EUR,,,4.425,40,True,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_172034725,kühlen-gefrieren,jsonld+dom,1,5,,,,
mediamarkt.de,2026-09-09T09:32:59.926646+00:00,https://www.mediamarkt.de/de/product/_harry-potter-the-complete-collection-dvd-2920911.html,2920911,Harry Potter: The Complete Collection DVD,UNIVERSAL PICTURES,24.99,EUR,,,5.0,1,True,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_136845802/fee_786_587_png,Fantasy DVD & Blu-ray,jsonld,,,,5051890337122,Harry Potter: The Complete Collection DVD im Onlineshop von MediaMarkt kaufen. Jetzt bequem online bestellen.,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_136845802/fee_786_587_png | https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_136845803/fee_786_587_png
